id,original_question,original_answer,clean_question,clean_answer,combined_text,entities,intent,source,url,text_length,word_count,entity_count,processed_at
309,How can I assess my risk for hypertension?,Risk assessment for hypertension involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk hypertension,risk assessment hypertension involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk hypertension risk assessment hypertension involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['hypertension'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,182,21,1,2025-07-19T20:32:57.098996
310,Who is most likely to develop obesity?,Certain populations may have higher risk for obesity based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop obesity,certain population higher risk obesity based various factor individual risk varies significantly evaluated medical professional,likely develop obesity certain population higher risk obesity based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['obesity'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,150,18,1,2025-07-19T20:32:57.099513
311,How can I assess my risk for influenza?,Risk assessment for influenza involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk influenza,risk assessment influenza involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk influenza risk assessment influenza involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['flu', 'influenza'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,176,21,2,2025-07-19T20:32:57.100233
312,What increases the risk of osteoporosis?,"Several factors can increase the risk of developing osteoporosis. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk osteoporosis,several factor increase risk developing osteoporosis age lifestyle choice family history existing medical condition play important role risk assessment,increase risk osteoporosis several factor increase risk developing osteoporosis age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['osteoporosis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,178,22,1,2025-07-19T20:32:57.100825
313,Who is most likely to develop flu?,Certain populations may have higher risk for flu based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop flu,certain population higher risk flu based various factor individual risk varies significantly evaluated medical professional,likely develop flu certain population higher risk flu based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['flu'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,142,18,1,2025-07-19T20:32:57.101342
314,What increases the risk of arthritis?,"Several factors can increase the risk of developing arthritis. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk arthritis,several factor increase risk developing arthritis age lifestyle choice family history existing medical condition play important role risk assessment,increase risk arthritis several factor increase risk developing arthritis age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['arthritis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,172,22,1,2025-07-19T20:32:57.101929
316,How can I assess my risk for stroke?,Risk assessment for stroke involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk stroke,risk assessment stroke involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk stroke risk assessment stroke involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['stroke'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,170,21,1,2025-07-19T20:32:57.103165
317,Who is most likely to develop covid19?,Certain populations may have higher risk for covid19 based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop,certain population higher risk based various factor individual risk varies significantly evaluated medical professional,likely develop certain population higher risk based various factor individual risk varies significantly evaluated medical professional,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,134,16,0,2025-07-19T20:32:57.103630
318,Who is most likely to develop migraine?,Certain populations may have higher risk for migraine based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop migraine,certain population higher risk migraine based various factor individual risk varies significantly evaluated medical professional,likely develop migraine certain population higher risk migraine based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['migraine'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,152,18,1,2025-07-19T20:32:57.104146
319,How can I assess my risk for common cold?,Risk assessment for common cold involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk common cold,risk assessment common cold involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk common cold risk assessment common cold involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['common cold'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,180,23,1,2025-07-19T20:32:57.104883
320,Am I at risk for arthritis?,"Risk factors for arthritis include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk arthritis,risk factor arthritis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk arthritis risk factor arthritis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['arthritis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,175,20,2,2025-07-19T20:32:57.105448
321,Am I at risk for cancer?,"Risk factors for cancer include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk cancer,risk factor cancer include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk cancer risk factor cancer include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['cancer'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,169,20,2,2025-07-19T20:32:57.105957
322,What increases the risk of dengue?,"Several factors can increase the risk of developing dengue. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk dengue,several factor increase risk developing dengue age lifestyle choice family history existing medical condition play important role risk assessment,increase risk dengue several factor increase risk developing dengue age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['dengue'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,166,22,1,2025-07-19T20:32:57.106546
323,Am I at risk for heart disease?,"Risk factors for heart disease include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk heart disease,risk factor heart disease include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk heart disease risk factor heart disease include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['heart disease'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,183,22,2,2025-07-19T20:32:57.107570
324,What increases the risk of influenza?,"Several factors can increase the risk of developing influenza. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk influenza,several factor increase risk developing influenza age lifestyle choice family history existing medical condition play important role risk assessment,increase risk influenza several factor increase risk developing influenza age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['flu', 'influenza'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,172,22,2,2025-07-19T20:32:57.108428
325,What increases the risk of common cold?,"Several factors can increase the risk of developing common cold. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk common cold,several factor increase risk developing common cold age lifestyle choice family history existing medical condition play important role risk assessment,increase risk common cold several factor increase risk developing common cold age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['common cold'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,176,24,1,2025-07-19T20:32:57.109108
326,How can I assess my risk for bronchitis?,Risk assessment for bronchitis involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk bronchitis,risk assessment bronchitis involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk bronchitis risk assessment bronchitis involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,178,21,1,2025-07-19T20:32:57.109842
327,Am I at risk for arthritis?,"Risk factors for arthritis include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk arthritis,risk factor arthritis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk arthritis risk factor arthritis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['arthritis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,175,20,2,2025-07-19T20:32:57.110395
328,Who is most likely to develop liver disease?,Certain populations may have higher risk for liver disease based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop liver disease,certain population higher risk disease based various factor individual risk varies significantly evaluated medical professional,likely develop liver disease certain population higher risk disease based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['liver disease'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,156,19,1,2025-07-19T20:32:57.110974
329,What increases the risk of arthritis?,"Several factors can increase the risk of developing arthritis. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk arthritis,several factor increase risk developing arthritis age lifestyle choice family history existing medical condition play important role risk assessment,increase risk arthritis several factor increase risk developing arthritis age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['arthritis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,172,22,1,2025-07-19T20:32:57.111547
330,How can I assess my risk for asthma?,Risk assessment for asthma involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk asthma,risk assessment asthma involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk asthma risk assessment asthma involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['asthma'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,170,21,1,2025-07-19T20:32:57.112252
331,How can I assess my risk for influenza?,Risk assessment for influenza involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk influenza,risk assessment influenza involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk influenza risk assessment influenza involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['flu', 'influenza'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,176,21,2,2025-07-19T20:32:57.112953
332,Who is most likely to develop allergies?,Certain populations may have higher risk for allergies based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop allergy,certain population higher risk allergy based various factor individual risk varies significantly evaluated medical professional,likely develop allergy certain population higher risk allergy based various factor individual risk varies significantly evaluated medical professional,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,150,18,0,2025-07-19T20:32:57.113477
333,Am I at risk for dengue?,"Risk factors for dengue include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk dengue,risk factor dengue include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk dengue risk factor dengue include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['dengue'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,169,20,2,2025-07-19T20:32:57.114037
334,How can I assess my risk for liver disease?,Risk assessment for liver disease involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk liver disease,risk assessment disease involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk liver disease risk assessment disease involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['liver disease'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,178,22,1,2025-07-19T20:32:57.114828
335,Who is most likely to develop common cold?,Certain populations may have higher risk for common cold based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop common cold,certain population higher risk common cold based various factor individual risk varies significantly evaluated medical professional,likely develop common cold certain population higher risk common cold based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['common cold'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,158,20,1,2025-07-19T20:32:57.115355
336,Am I at risk for bronchitis?,"Risk factors for bronchitis include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk bronchitis,risk factor bronchitis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk bronchitis risk factor bronchitis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,177,20,2,2025-07-19T20:32:57.115917
337,Am I at risk for dengue?,"Risk factors for dengue include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk dengue,risk factor dengue include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk dengue risk factor dengue include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['dengue'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,169,20,2,2025-07-19T20:32:57.116477
338,Who is most likely to develop malaria?,Certain populations may have higher risk for malaria based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop malaria,certain population higher risk malaria based various factor individual risk varies significantly evaluated medical professional,likely develop malaria certain population higher risk malaria based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['malaria'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,150,18,1,2025-07-19T20:32:57.116992
339,What increases the risk of tuberculosis?,"Several factors can increase the risk of developing tuberculosis. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk tuberculosis,several factor increase risk developing tuberculosis age lifestyle choice family history existing medical condition play important role risk assessment,increase risk tuberculosis several factor increase risk developing tuberculosis age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['tuberculosis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,178,22,1,2025-07-19T20:32:57.117590
340,Who is most likely to develop cancer?,Certain populations may have higher risk for cancer based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop cancer,certain population higher risk cancer based various factor individual risk varies significantly evaluated medical professional,likely develop cancer certain population higher risk cancer based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['cancer'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,148,18,1,2025-07-19T20:32:57.118058
341,What increases the risk of flu?,"Several factors can increase the risk of developing flu. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk flu,several factor increase risk developing flu age lifestyle choice family history existing medical condition play important role risk assessment,increase risk flu several factor increase risk developing flu age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['flu'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,160,22,1,2025-07-19T20:32:57.118638
342,Am I at risk for allergies?,"Risk factors for allergies include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk allergy,risk factor allergy include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk allergy risk factor allergy include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,171,20,1,2025-07-19T20:32:57.119209
343,How can I assess my risk for migraine?,Risk assessment for migraine involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk migraine,risk assessment migraine involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk migraine risk assessment migraine involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['migraine'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,174,21,1,2025-07-19T20:32:57.119931
344,How can I assess my risk for depression?,Risk assessment for depression involves evaluating multiple factors. A healthcare provider can help determine your personal risk level and recommend appropriate preventive measures.,ass risk depression,risk assessment depression involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,ass risk depression risk assessment depression involves evaluating multiple factor healthcare provider help determine personal risk level recommend appropriate preventive measure,"{'diseases': ['depression'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,178,21,1,2025-07-19T20:32:57.120658
345,Who is most likely to develop covid-19?,Certain populations may have higher risk for covid-19 based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop,certain population higher risk based various factor individual risk varies significantly evaluated medical professional,likely develop certain population higher risk based various factor individual risk varies significantly evaluated medical professional,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,134,16,0,2025-07-19T20:32:57.121121
346,Am I at risk for heart disease?,"Risk factors for heart disease include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk heart disease,risk factor heart disease include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk heart disease risk factor heart disease include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['heart disease'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,183,22,2,2025-07-19T20:32:57.121691
348,Who is most likely to develop sars-cov-2?,Certain populations may have higher risk for sars-cov-2 based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop,certain population higher risk based various factor individual risk varies significantly evaluated medical professional,likely develop certain population higher risk based various factor individual risk varies significantly evaluated medical professional,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,134,16,0,2025-07-19T20:32:57.122636
349,Am I at risk for hypertension?,"Risk factors for hypertension include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk hypertension,risk factor hypertension include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk hypertension risk factor hypertension include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['hypertension'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,181,20,2,2025-07-19T20:32:57.123204
350,What increases the risk of liver disease?,"Several factors can increase the risk of developing liver disease. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk liver disease,several factor increase risk developing liver disease age lifestyle choice family history existing medical condition play important role risk assessment,increase risk liver disease several factor increase risk developing liver disease age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['liver disease'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,180,24,1,2025-07-19T20:32:57.123863
351,What increases the risk of sars-cov-2?,"Several factors can increase the risk of developing sars-cov-2. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk,several factor increase risk developing age lifestyle choice family history existing medical condition play important role risk assessment,increase risk several factor increase risk developing age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': [], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,152,20,0,2025-07-19T20:32:57.124401
352,What increases the risk of tuberculosis?,"Several factors can increase the risk of developing tuberculosis. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk tuberculosis,several factor increase risk developing tuberculosis age lifestyle choice family history existing medical condition play important role risk assessment,increase risk tuberculosis several factor increase risk developing tuberculosis age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['tuberculosis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,178,22,1,2025-07-19T20:32:57.124988
353,Am I at risk for stroke?,"Risk factors for stroke include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk stroke,risk factor stroke include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk stroke risk factor stroke include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['stroke'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,169,20,2,2025-07-19T20:32:57.125556
354,Am I at risk for hepatitis?,"Risk factors for hepatitis include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk hepatitis,risk factor hepatitis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk hepatitis risk factor hepatitis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['hepatitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,175,20,2,2025-07-19T20:32:57.126114
355,Who is most likely to develop flu?,Certain populations may have higher risk for flu based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop flu,certain population higher risk flu based various factor individual risk varies significantly evaluated medical professional,likely develop flu certain population higher risk flu based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['flu'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,142,18,1,2025-07-19T20:32:57.126627
356,Am I at risk for osteoporosis?,"Risk factors for osteoporosis include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk osteoporosis,risk factor osteoporosis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk osteoporosis risk factor osteoporosis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['osteoporosis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,181,20,2,2025-07-19T20:32:57.127197
357,What increases the risk of obesity?,"Several factors can increase the risk of developing obesity. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk obesity,several factor increase risk developing obesity age lifestyle choice family history existing medical condition play important role risk assessment,increase risk obesity several factor increase risk developing obesity age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['obesity'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,168,22,1,2025-07-19T20:32:57.127784
358,Am I at risk for bronchitis?,"Risk factors for bronchitis include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk bronchitis,risk factor bronchitis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk bronchitis risk factor bronchitis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['bronchitis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,177,20,2,2025-07-19T20:32:57.128346
359,What increases the risk of asthma?,"Several factors can increase the risk of developing asthma. Age, lifestyle choices, family history, and existing medical conditions all play important roles in risk assessment.",increase risk asthma,several factor increase risk developing asthma age lifestyle choice family history existing medical condition play important role risk assessment,increase risk asthma several factor increase risk developing asthma age lifestyle choice family history existing medical condition play important role risk assessment,"{'diseases': ['asthma'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,166,22,1,2025-07-19T20:32:57.128932
360,Am I at risk for dengue?,"Risk factors for dengue include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk dengue,risk factor dengue include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk dengue risk factor dengue include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['dengue'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,169,20,2,2025-07-19T20:32:57.129491
361,Am I at risk for tuberculosis?,"Risk factors for tuberculosis include various personal, genetic, and environmental factors. Your individual risk assessment should be discussed with a healthcare provider who can evaluate your specific situation.",risk tuberculosis,risk factor tuberculosis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,risk tuberculosis risk factor tuberculosis include various personal genetic environmental factor individual risk assessment discussed healthcare provider evaluate specific situation,"{'diseases': ['tuberculosis'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': ['iron']}",RiskAssessment,Synthetic,,181,20,2,2025-07-19T20:32:57.130056
362,Who is most likely to develop hypertension?,Certain populations may have higher risk for hypertension based on various factors. Individual risk varies significantly and should be evaluated by medical professionals.,likely develop hypertension,certain population higher risk hypertension based various factor individual risk varies significantly evaluated medical professional,likely develop hypertension certain population higher risk hypertension based various factor individual risk varies significantly evaluated medical professional,"{'diseases': ['hypertension'], 'symptoms': [], 'treatments': [], 'prevention': [], 'patient_types': [], 'food_recommendations': []}",RiskAssessment,Synthetic,,160,18,1,2025-07-19T20:32:57.130584
